date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:28	33857/33857	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:26%20GMT	http://buffetlumlua.com/bo-cuon	./dangquangminh/buffet_2/buffetlumlua.com/bo-cuon.html	(from http://buffetlumlua.com/)
13:51:32	33715/33715	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:30%20GMT	http://buffetlumlua.com/heo	./dangquangminh/buffet_2/buffetlumlua.com/heo.html	(from http://buffetlumlua.com/)
13:51:34	34154/34154	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:32%20GMT	http://buffetlumlua.com/15-loai-oc-khac-nhau	./dangquangminh/buffet_2/buffetlumlua.com/15-loai-oc-khac-nhau.html	(from http://buffetlumlua.com/)
13:51:36	34699/34699	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:34%20GMT	http://buffetlumlua.com/10-loai-hai-san-duoc-che-bien-gia-vi	./dangquangminh/buffet_2/buffetlumlua.com/10-loai-hai-san-duoc-che-bien-gia-vi.html	(from http://buffetlumlua.com/)
13:51:38	26993/26993	---M--	200	added ('OK')	image/png	etag:%226971-63112a2efef40%22	http://buffetlumlua.com/thumbs/266x266x1/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/266x266x1/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:51:38	33953/33953	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:36%20GMT	http://buffetlumlua.com/mon-chien-xao	./dangquangminh/buffet_2/buffetlumlua.com/mon-chien-xao.html	(from http://buffetlumlua.com/)
13:51:40	34120/34120	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:38%20GMT	http://buffetlumlua.com/cac-mon-goi-an-kem	./dangquangminh/buffet_2/buffetlumlua.com/cac-mon-goi-an-kem.html	(from http://buffetlumlua.com/)
13:51:42	369617/369617	---M--	200	added ('OK')	image/jpeg	etag:%225a3d1-604c51300d224%22	http://buffetlumlua.com/upload/photo/z467103627779422670950eb5b5822e10ee07d33cf61da-3719.jpg	./dangquangminh/buffet_2/buffetlumlua.com/upload/photo/z467103627779422670950eb5b5822e10ee07d33cf61da-3719.jpg	(from http://buffetlumlua.com/)
13:51:42	33733/33733	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:40%20GMT	http://buffetlumlua.com/che	./dangquangminh/buffet_2/buffetlumlua.com/che.html	(from http://buffetlumlua.com/)
13:51:44	34000/34000	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:42%20GMT	http://buffetlumlua.com/topping-tra-sua	./dangquangminh/buffet_2/buffetlumlua.com/topping-tra-sua.html	(from http://buffetlumlua.com/)
13:51:46	34139/34139	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:44%20GMT	http://buffetlumlua.com/nuoc-uong-mien-phi	./dangquangminh/buffet_2/buffetlumlua.com/nuoc-uong-mien-phi.html	(from http://buffetlumlua.com/)
13:51:48	34216/34216	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:46%20GMT	http://buffetlumlua.com/nuoc-hoa-qua-mien-phi	./dangquangminh/buffet_2/buffetlumlua.com/nuoc-hoa-qua-mien-phi.html	(from http://buffetlumlua.com/)
13:51:50	33809/33809	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:48%20GMT	http://buffetlumlua.com/kem-tuoi	./dangquangminh/buffet_2/buffetlumlua.com/kem-tuoi.html	(from http://buffetlumlua.com/)
13:51:52	33926/33926	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:51:50%20GMT	http://buffetlumlua.com/hau-nuong	./dangquangminh/buffet_2/buffetlumlua.com/hau-nuong.html	(from http://buffetlumlua.com/)
13:51:56	7654/7654	---M--	200	added ('OK')	image/png	etag:%221de6-6314bc8f88f01%22	http://buffetlumlua.com/thumbs/116x116x1/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/116x116x1/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:52:00	503073/503073	---M--	200	added ('OK')	image/jpeg	etag:%227ad21-63123195cf43d%22	http://buffetlumlua.com/thumbs/1080x1080x2/upload/seopage/img20230907204419-1193.jpg	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/1080x1080x2/upload/seopage/img20230907204419-1193.jpg	(from http://buffetlumlua.com/)
13:52:09	54730/54730	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:51:54%20GMT	http://buffetlumlua.com/thumbs/1317x660x1/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/1317x660x1/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:52:10	26835/26835	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:52:00%20GMT	http://buffetlumlua.com/thumbs/273x215x1/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/273x215x1/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:52:10	1341/1341	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:52:09%20GMT	http://buffetlumlua.com/thumbs/35x35x2/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/35x35x2/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:52:10	56918/56918	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:51:56%20GMT	http://buffetlumlua.com/thumbs/408x579x1/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/408x579x1/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:52:10	52591/52591	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2006:51:58%20GMT	http://buffetlumlua.com/thumbs/365x557x1/assets/images/noimage.png	./dangquangminh/buffet_2/buffetlumlua.com/thumbs/365x557x1/assets/images/noimage.png	(from http://buffetlumlua.com/)
13:52:14	856/856	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:52:12%20GMT	http://buffetlumlua.com/api/addons.php?type=video-select	./dangquangminh/buffet_2/buffetlumlua.com/api/addons6131.html	(from http://buffetlumlua.com/)
13:52:16	420/420	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:52:14%20GMT	http://buffetlumlua.com/api/addons.php?type=footer-map	./dangquangminh/buffet_2/buffetlumlua.com/api/addonse374.html	(from http://buffetlumlua.com/)
13:52:18	1634/1634	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:52:16%20GMT	http://buffetlumlua.com/api/addons.php?type=messages-facebook	./dangquangminh/buffet_2/buffetlumlua.com/api/addons8088.html	(from http://buffetlumlua.com/)
13:52:20	599/599	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2006:52:18%20GMT	http://buffetlumlua.com/api/addons.php?type=script-main	./dangquangminh/buffet_2/buffetlumlua.com/api/addons8cc2.html	(from http://buffetlumlua.com/)
13:52:22	105768/105768	---M--	200	added ('OK')	text/html	etag:%2219d28-60484b5547b62%22	http://buffetlumlua.com/assets/fonts/awesome/fa-brands-400.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-brands-400.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:52:28	430200/430200	---M--	200	added ('OK')	text/html	etag:%2269078-60484b556ec64%22	http://buffetlumlua.com/assets/fonts/awesome/fa-duotone-900.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-duotone-900.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:52:59	182388/182388	---M--	200	added ('OK')	application/x-font-ttf	etag:%222c874-60484b5547b62%22	http://buffetlumlua.com/assets/fonts/awesome/fa-brands-400.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-brands-400.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:53:00	424536/424536	---M--	200	added ('OK')	text/html	etag:%2267a58-60484b559cac6%22	http://buffetlumlua.com/assets/fonts/awesome/fa-light-300.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-light-300.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:53:14	369617/369617	---M--	200	added ('OK')	image/jpeg	etag:%225a3d1-606815027703c%22	http://buffetlumlua.com/upload/photo/z467103627779422670950eb5b5822e10ee07d33cf61da-2918.jpg	./dangquangminh/buffet_2/buffetlumlua.com/upload/photo/z467103627779422670950eb5b5822e10ee07d33cf61da-2918.jpg	(from http://buffetlumlua.com/)
13:53:15	388900/388900	---M--	200	added ('OK')	text/html	etag:%225ef24-60484b55bd24f%22	http://buffetlumlua.com/assets/fonts/awesome/fa-regular-400.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-regular-400.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:54:18	647730/647730	---M--	200	added ('OK')	application/javascript	etag:%229e232-633bfaa00257b%22	http://buffetlumlua.com/assets/caches/edd11b5f082b099b1c992c0f71787c87.js?v=1745748144	./dangquangminh/buffet_2/buffetlumlua.com/assets/caches/edd11b5f082b099b1c992c0f71787c87b34c.js	(from http://buffetlumlua.com/)
13:54:20	329204/329204	---M--	200	added ('OK')	text/html	etag:%22505f4-60484b55da329%22	http://buffetlumlua.com/assets/fonts/awesome/fa-solid-900.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-solid-900.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:23	1235716/1235716	---M--	200	added ('OK')	application/x-font-ttf	etag:%2212db04-60484b5578c8c%22	http://buffetlumlua.com/assets/fonts/awesome/fa-duotone-900.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-duotone-900.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:24	977380/977380	---M--	200	added ('OK')	application/x-font-ttf	etag:%22ee9e4-60484b55b5d1f%22	http://buffetlumlua.com/assets/fonts/awesome/fa-regular-400.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-regular-400.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:28	464316/464316	---M--	200	added ('OK')	text/html	etag:%22715bc-60484b55ff8d2%22	http://buffetlumlua.com/assets/fonts/awesome/fa-thin-100.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-thin-100.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:30	4960/4960	---M--	200	added ('OK')	text/html	etag:%221360-60484b5606e03%22	http://buffetlumlua.com/assets/fonts/awesome/fa-v4compatibility.woff2	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-v4compatibility.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:33	1100404/1100404	---M--	200	added ('OK')	application/x-font-ttf	etag:%2210ca74-60484b559326d%22	http://buffetlumlua.com/assets/fonts/awesome/fa-light-300.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-light-300.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:34	10556/10556	---M--	200	added ('OK')	application/x-font-ttf	etag:%22293c-60484b5606633%22	http://buffetlumlua.com/assets/fonts/awesome/fa-v4compatibility.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-v4compatibility.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:34	102536/102536	---M--	200	added ('OK')	text/html	etag:%2219088-60484b5501e2f%22	http://buffetlumlua.com/assets/caches/fonts/bootstrap-icons.woff2?524846017b983fc8ded9325d94ed40f3	./dangquangminh/buffet_2/buffetlumlua.com/assets/caches/fonts/bootstrap-icons44df.html	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:39	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-60484b564ea76%22	http://buffetlumlua.com/assets/images/slick/ajax-loader.gif	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/slick/ajax-loader.gif	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:41	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-60484b5625264%22	http://buffetlumlua.com/assets/fonts/slick/slick.eot	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/slick/slick.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:43	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-60484b5625264%22	http://buffetlumlua.com/assets/fonts/slick/slick.eot?	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/slick/slickd41d.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:45	1380/1380	---M--	200	added ('OK')	application/x-font-woff	etag:%22564-60484b5631d84%22	http://buffetlumlua.com/assets/fonts/slick/slick.woff	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/slick/slick.woff	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:47	1892/1892	---M--	200	added ('OK')	application/x-font-ttf	etag:%22764-60484b562bbdc%22	http://buffetlumlua.com/assets/fonts/slick/slick.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/slick/slick.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:48	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-60484b562e2ec%22	http://buffetlumlua.com/assets/fonts/slick/slick.svg	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/slick/slick.svg	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:51	2717/2717	---M--	200	added ('OK')	image/png	etag:%22a9d-60484b5642ef5%22	http://buffetlumlua.com/assets/images/owl/owl.video.play.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/owl/owl.video.play.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:56	866192/866192	---M--	200	added ('OK')	application/x-font-ttf	etag:%22d3790-60484b55d39b0%22	http://buffetlumlua.com/assets/fonts/awesome/fa-solid-900.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/awesome/fa-solid-900.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:56:58	137124/137124	---M--	200	added ('OK')	application/x-font-woff	etag:%22217a4-60484b54ffeef%22	http://buffetlumlua.com/assets/caches/fonts/bootstrap-icons.woff?524846017b983fc8ded9325d94ed40f3	./dangquangminh/buffet_2/buffetlumlua.com/assets/caches/fonts/bootstrap-icons44df.woff	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:57:44	304296/304296	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224a4a8-60484b2810e0d%22	http://buffetlumlua.com/assets/fonts/Montserrat-Regular.eot	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-Regular.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:57:50	304100/304100	---M--	200	added ('OK')	application/x-font-ttf	etag:%224a3e4-60484b281ae35%22	http://buffetlumlua.com/assets/fonts/Montserrat-Regular.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-Regular.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:57:52	302648/302648	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2249e38-60484b2804ea4%22	http://buffetlumlua.com/assets/fonts/Montserrat-Bold.eot	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-Bold.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:58:41	302464/302464	---M--	200	added ('OK')	application/x-font-ttf	etag:%2249d80-60484b280910d%22	http://buffetlumlua.com/assets/fonts/Montserrat-Bold.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-Bold.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:58:46	302184/302184	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2249c68-60484b2824a76%22	http://buffetlumlua.com/assets/fonts/Montserrat-SemiBold.eot	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-SemiBold.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:58:49	304296/304296	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224a4a8-60484b2810e0d%22	http://buffetlumlua.com/assets/fonts/Montserrat-Regular.eot?	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-Regulard41d.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:58:51	26752/26752	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226880-60484b27e6a43%22	http://buffetlumlua.com/assets/fonts/Independence.eot	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Independence.eot	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:58:54	26560/26560	---M--	200	added ('OK')	application/x-font-ttf	etag:%2267c0-60484b27ebc4b%22	http://buffetlumlua.com/assets/fonts/Independence.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Independence.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:01	31438/31438	---M--	200	added ('OK')	image/png	etag:%227ace-60484b2929a49%22	http://buffetlumlua.com/assets/images/mask-01.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/mask-01.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:03	560/560	---M--	200	added ('OK')	image/png	etag:%22230-60484b293d6b2%22	http://buffetlumlua.com/assets/images/pattern-news.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/pattern-news.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:05	1132/1132	---M--	200	added ('OK')	image/png	etag:%2246c-60484b2940592%22	http://buffetlumlua.com/assets/images/play.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/play.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:16	141456/141456	---M--	200	added ('OK')	application/x-font-ttf	etag:%2222890-60484b27e471b%22	http://buffetlumlua.com/assets/fonts/Ephesis-Regular.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Ephesis-Regular.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:17	206/206	---M--	200	added ('OK')	image/png	etag:%22ce-60484b28f3ee7%22	http://buffetlumlua.com/assets/images/check-cart.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/check-cart.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:18	111/111	---M--	200	added ('OK')	image/png	etag:%226f-60484b2934dfa%22	http://buffetlumlua.com/assets/images/page-first.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/page-first.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:20	111/111	---M--	200	added ('OK')	image/png	etag:%226f-60484b2936182%22	http://buffetlumlua.com/assets/images/page-last.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/page-last.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:21	111/111	---M--	200	added ('OK')	image/png	etag:%226f-60484b293a3ea%22	http://buffetlumlua.com/assets/images/page-prev.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/page-prev.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:22	111/111	---M--	200	added ('OK')	image/png	etag:%226f-60484b2938c7a%22	http://buffetlumlua.com/assets/images/page-next.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/page-next.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:24	598/598	---M--	200	added ('OK')	image/png	etag:%22256-60484b28edd3f%22	http://buffetlumlua.com/assets/images/cart-mobile.png	./dangquangminh/buffet_2/buffetlumlua.com/assets/images/cart-mobile.png	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
13:59:32	301968/301968	---M--	200	added ('OK')	application/x-font-ttf	etag:%2249b90-60484b282dafe%22	http://buffetlumlua.com/assets/fonts/Montserrat-SemiBold.ttf	./dangquangminh/buffet_2/buffetlumlua.com/assets/fonts/Montserrat-SemiBold.ttf	(from http://buffetlumlua.com/assets/caches/201dc2f53490ae9b45ddd7f5eb4d5311.css?v=1745748144)
